As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE),,,
2020,E23000029,Thames Valley,South East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000029,Thames Valley,South East,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000029,Thames Valley,South East,Male,Chief Officer,Police Officer,Not stated,Not stated,1,1,,,
2020,E23000029,Thames Valley,South East,Female,Chief Officer,Police Officer,White,White,0,0,,,
2020,E23000029,Thames Valley,South East,Male,Chief Officer,Police Officer,White,White,4,4,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000017,Warwickshire,West Midlands,Female,Chief Officer,Police Officer,White,White,1,1,,,
2020,E23000017,Warwickshire,West Midlands,Male,Chief Officer,Police Officer,White,White,4,4,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000016,West Mercia,West Midlands,Female,Chief Officer,Police Officer,White,White,0,0,,,
2020,E23000016,West Mercia,West Midlands,Male,Chief Officer,Police Officer,White,White,4,4,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000014,West Midlands,West Midlands,Female,Chief Officer,Police Officer,White,White,4,4,,,
2020,E23000014,West Midlands,West Midlands,Male,Chief Officer,Police Officer,White,White,2,2,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,White,White,2,2,,,
2020,E23000010,West Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,White,White,3,3,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,Not stated,Not stated,1,1,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,Not stated,Not stated,1,1,,,
2020,E23000038,Wiltshire,South West,Female,Chief Officer,Police Officer,White,White,0,0,,,
2020,E23000038,Wiltshire,South West,Male,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,Not stated,Not stated,1,0,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000036,Avon & Somerset,South West,Female,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000036,Avon & Somerset,South West,Male,Chief Officer,Police Officer,White,White,3,3,,,
2021,E23000036,Avon & Somerset,South West,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000036,Avon & Somerset,South West,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",1,1,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000026,Bedfordshire,Eastern,Female,Chief Officer,Police Officer,White,White,1,1,,,
2021,E23000026,Bedfordshire,Eastern,Male,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000026,Bedfordshire,Eastern,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000026,Bedfordshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,N/A,British Transport Police,N/A,Female,Chief Officer,Police Officer,White,White,1,1,,,
2021,N/A,British Transport Police,N/A,Male,Chief Officer,Police Officer,White,White,3,3,,,
2021,N/A,British Transport Police,N/A,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,N/A,British Transport Police,N/A,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,N/A,British Transport Police,N/A,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Female,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000023,Cambridgeshire,Eastern,Male,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000023,Cambridgeshire,Eastern,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000023,Cambridgeshire,Eastern,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,Not stated,Not stated,0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,Other ethnic group,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000006,Cheshire,North West,Female,Chief Officer,Police Officer,White,White,2,2,,,
2021,E23000006,Cheshire,North West,Male,Chief Officer,Police Officer,White,White,3,3,,,
2021,E23000006,Cheshire,North West,Not stated,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000006,Cheshire,North West,Prefer not to say,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000006,Cheshire,North West,Prefer to self-describe,Chief Officer,Police Officer,White,White,0,0,,,
2021,E23000013,Cleveland,North East,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
2021,E23000013,Cleveland,North East,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic",0,0,,,
