As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Chief Inspector,Police Officer,White,White, 17 , 17 
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Chief Superintendent,Police Officer,White,White, 6 , 6 
2006,E23000008,Durham,North East,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 7 , 7 
2006,E23000008,Durham,North East,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,E23000008,Durham,North East,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000008,Durham,North East,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 7 , 7 
2006,E23000008,Durham,North East,Male,Constable,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Constable,Police Officer,White,White, 982 , 982 
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Inspector,Police Officer,White,White, 79 , 79 
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 4 , 4 
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Sergeant,Police Officer,White,White, 205 , 205 
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,E23000008,Durham,North East,Male,Superintendent,Police Officer,White,White, 8 , 8 
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Officer,Police Officer,White,White, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Inspector,Police Officer,White,White, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Chief Superintendent,Police Officer,White,White, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Constable,Police Officer,White,White, 240 , 225 
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Inspector,Police Officer,White,White, 9 , 9 
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Sergeant,Police Officer,White,White, 19 , 17 
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Female,Superintendent,Police Officer,White,White, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Officer,Police Officer,White,White, 3 , 3 
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Inspector,Police Officer,White,White, 15 , 15 
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Chief Superintendent,Police Officer,White,White, 4 , 4 
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Constable,Police Officer,White,White, 679 , 677 
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Inspector,Police Officer,White,White, 51 , 51 
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Sergeant,Police Officer,White,White, 175 , 175 
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2006,W15000004,Dyfed-Powys,Wales,Male,Superintendent,Police Officer,White,White, 11 , 11 
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2006,E23000028,Essex,Eastern,Female,Chief Officer,Police Officer,White,White, -, -
