As at 31 March...,Geo code,Force Name,Region,Gender,Rank description,Worker type,Ethnicity,Ethnic group,Total (headcount),Total (FTE)
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Officer,Police Officer,White,White, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Inspector,Police Officer,White,White, 3 , 3 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Chief Superintendent,Police Officer,White,White, 2 , 2 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 4 , 4 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 6 , 6 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,Not stated,Not stated, 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Constable,Police Officer,White,White, 605 , 582 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Inspector,Police Officer,White,White, 17 , 17 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Sergeant,Police Officer,White,White, 75 , 73 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Female,Superintendent,Police Officer,White,White, 2 , 2 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Officer,Police Officer,White,White, 5 , 5 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Inspector,Police Officer,White,White, 42 , 42 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Chief Superintendent,Police Officer,White,White, 10 , 10 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 28 , 28 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 13 , 13 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 11 , 11 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,Not stated,Not stated, 14 , 14 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Constable,Police Officer,White,White," 1,912 "," 1,910 "
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,Not stated,Not stated, 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Inspector,Police Officer,White,White, 152 , 152 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 4 , 4 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,Not stated,Not stated, 9 , 9 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Sergeant,Police Officer,White,White, 377 , 376 
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000011,South Yorkshire,Yorkshire and the Humber,Male,Superintendent,Police Officer,White,White, 22 , 22 
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Officer,Police Officer,White,White, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Inspector,Police Officer,White,White, 1 , 1 
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Chief Superintendent,Police Officer,White,White, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 3 , 3 
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 3 , 3 
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Constable,Police Officer,White,White, 446 , 416 
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Inspector,Police Officer,White,White, 7 , 7 
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 1 , 1 
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Sergeant,Police Officer,White,White, 37 , 34 
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Female,Superintendent,Police Officer,White,White, 2 , 2 
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Officer,Police Officer,White,White, 4 , 4 
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Inspector,Police Officer,White,White, 21 , 21 
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Chief Superintendent,Police Officer,White,White, 7 , 7 
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 5 , 5 
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 6 , 6 
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 10 , 10 
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Constable,Police Officer,White,White," 1,365 "," 1,364 "
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Inspector,Police Officer,White,White, 85 , 85 
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", 3 , 3 
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Sergeant,Police Officer,White,White, 299 , 299 
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000015,Staffordshire,West Midlands,Male,Superintendent,Police Officer,White,White, 12 , 12 
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Officer,Police Officer,White,White, 1 , 1 
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Inspector,Police Officer,White,White, 1 , 1 
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Chief Superintendent,Police Officer,White,White, -, -
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", 2 , 2 
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,Mixed,"Black, Asian and Minority Ethnic", 7 , 7 
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Constable,Police Officer,White,White, 264 , 251 
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Inspector,Police Officer,White,White, 6 , 6 
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Sergeant,Police Officer,White,White, 20 , 19 
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Female,Superintendent,Police Officer,White,White, -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,Chinese or Other Ethnic Group (pre 2021 category),"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,Mixed,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,Not stated,Not stated, -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Officer,Police Officer,White,White, 2 , 2 
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,Asian or Asian British,"Black, Asian and Minority Ethnic", -, -
2004,E23000025,Suffolk,Eastern,Male,Chief Inspector,Police Officer,Black or Black British,"Black, Asian and Minority Ethnic", -, -
